SurveyCode,Year,Survey,SurveyRep,SampleDate,StationNZ,EZStation,DWRStationNo,Core,Region,Time,TowDuration,Depth,Secchi,Chl_a,Temperature,ECSurfacePreTow,ECBottomPreTow,Volume,AmphipodCode,A_aspera,A_hwanhaiensis,A_macropsis,D_holmquistae,H_longirostris,N_kadiakensis,N_mercedis,Unidentified_mysid,Mysid_Total,A_spinicorne,A_stimpsoni,A_abdita,Ampithoe_sp,Caprelidae_sp,C_alienense,Crangonyx_sp,G_daiberi,G_japonica,Hyalella_sp,Monocorophium_sp,Oedicerotidae_sp,Pleustidae,Unidentified_Amphipod,Unidentified_Corophium,Unidentified_Gammarus,Amphipod_Total
19800602,1980,6,2,6/19/1980,NZD15,NA,NA,0,SJR,,10,,49,4,20.8,196,,62.52,,0.00,0.00,0.00,0.00,0.00,0.00,1.74,0.00,1.74,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/19/1980,NZM10,NA,MD10A,1,EastDel,,10,,32,5,24.9,259,,58.98,,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ020,NA,NA,0,SuiBay,,10,,31,10,18,9274,,60.56,,0.00,0.00,0.00,0.00,0.00,0.00,20.67,0.00,20.67,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ022,NA,NA,0,SuiBay,,10,,23,14,18.2,5697,,54.15,,0.00,0.00,0.00,0.00,0.00,0.00,29.84,0.00,29.84,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ024,NA,NA,0,SuiBay,,10,,21,20,18.3,4256,,59.18,,0.00,0.00,0.00,0.00,0.00,0.00,83.54,0.00,83.54,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ028,NA,D7,1,SuiBay,,10,,17,28,18.6,2800,,53.71,,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,70.00,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ030,NA,NA,0,SuiBay,,10,,15,21,18.4,3629,,47.08,,0.00,0.00,0.00,0.00,0.00,0.00,124.73,0.00,124.73,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ032,NA,NZ032,1,SuiMar,,10,,18,33,20.4,2613,,56.25,,0.00,0.00,0.00,0.00,0.00,0.00,277.61,0.00,277.61,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ036,NA,NA,0,SuiBay,,10,,14,28,18.3,2314,,57.47,,0.00,0.00,0.00,0.00,0.00,0.00,99.96,0.00,99.96,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ038,NA,NA,0,SuiBay,,10,,18,19,19.1,1904,,55.14,,0.00,0.00,0.00,0.00,0.00,0.00,83.28,0.00,83.28,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZ040,NA,NA,0,SuiBay,,10,,15,9,19.5,739,,51.74,,0.00,0.00,0.00,0.00,0.00,0.00,48.55,0.00,48.55,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/20/1980,NZS42,NA,NZS42,1,SuiMar,,10,,18,36,20,2613,,55.22,,0.00,0.00,0.00,0.00,0.00,0.00,219.06,0.00,219.06,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ034,NA,NA,0,SuiMar,,10,,24,5,20,263,,57.25,,0.00,0.00,0.00,0.00,0.00,0.00,3.97,0.00,3.97,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ042,NA,NA,1,SuiBay,,10,,26,21,19,7371,,64.76,,0.00,0.00,0.00,0.00,0.00,0.00,16.06,0.00,16.06,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ044,NA,NA,0,SuiBay,,10,,21,20,20.1,4356,,61.42,,0.00,0.00,0.00,0.00,0.00,0.00,209.45,0.00,209.45,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ046,NA,NA,0,SuiBay,,10,,19,21,19.7,3457,,62.76,,0.00,0.00,0.00,0.00,0.00,0.00,180.50,0.00,180.50,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ048,NA,D8,1,SuiBay,,10,,21,19,20.4,1178,,61.97,,0.00,0.00,0.00,0.00,0.00,0.00,351.13,0.00,351.13,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ050,NA,NA,0,SuiBay,,10,,20,12,20.5,784,,61.81,,0.00,0.00,0.00,0.00,0.00,0.00,15.01,0.00,15.01,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ052,NA,NA,0,SuiBay,,10,,18,8,20.7,358,,62.85,,0.00,0.00,0.00,0.00,0.00,0.00,14.57,0.00,14.57,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ054,NA,D10,1,SuiBay,,10,,24,6,19.6,358,,67.89,,0.00,0.00,0.00,0.00,0.00,0.00,12.37,0.00,12.37,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ056,NA,NA,0,WestDel,,10,,25,7,19.9,383,,62.70,,0.00,0.00,0.00,0.00,0.00,0.00,20.92,0.00,20.92,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ058,NA,NA,0,WestDel,,10,,25,6,20.1,304,,62.48,,0.00,0.00,0.00,0.00,0.00,0.00,5.22,0.00,5.22,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/23/1980,NZ060,NA,D4,1,WestDel,,10,,33,5,20.2,203,,60.28,,0.00,0.00,0.00,0.00,0.00,0.00,26.15,0.00,26.15,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/24/1980,NZ002,NA,NZ002,0,CarStrait,,10,,51,11,19.1,15577,,58.12,,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,1.72,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/24/1980,NZ003,NA,NA,0,CarStrait,,10,,39,14,19.7,13493,,48.54,,0.00,0.00,0.00,0.00,0.00,0.00,3.46,0.00,3.46,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/24/1980,NZ004,NA,NZ004,0,CarStrait,,10,,39,16,18.9,15358,,67.17,,0.00,0.00,0.00,0.00,0.00,0.00,12.92,0.00,12.92,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/24/1980,NZ005,NA,NA,0,CarStrait,,10,,27,16,18.9,9674,,63.18,,0.00,0.00,0.00,0.00,0.00,0.00,9.69,0.00,9.69,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/24/1980,NZ325,NA,NZ325,0,SPBay,,10,,32,9,18.5,24680,,65.02,,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.00,1.77,,,,,,,,,,,,,,,,,
19800602,1980,6,2,6/24/1980,NZ338,NA,NA,0,CarStrait,,10,,47,10,19.1,19440,,61.59,,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.00,2.42,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/1/1980,NZ098,NA,NA,0,SoDel,,10,,43,3,21.4,235,,56.85,,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,1.02,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/1/1980,NZ104,NA,NA,0,SJR,,10,,42,3,20.5,181,,56.24,,0.00,0.00,0.00,0.00,0.00,0.00,5.42,0.00,5.42,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/1/1980,NZC09,NA,C9,0,SoDel,,10,,36,3,22.2,246,,56.41,,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/1/1980,NZD14,NA,NA,0,SJR,,10,,39,4,20.5,187,,53.35,,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,1.33,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/1/1980,NZD19,NA,D19,0,SoDel,,10,,39,3,20.5,187,,57.22,,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/1/1980,NZD28,NA,D28A,1,SoDel,10:00 AM,10,,48,4,22,171,,57.40,,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.92,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZ062,NA,NA,0,WestDel,,10,,27,4,19.4,240,,62.11,,0.00,0.00,0.00,0.00,0.00,0.00,12.88,0.00,12.88,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZ064,NA,D22,1,SacR,7:00 AM,10,,31,2,19.5,155,,58.98,,0.00,0.00,0.00,0.00,0.00,0.00,14.78,0.00,14.78,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZ066,NA,NA,0,SacR,,10,,47,4,20,151,,58.98,,0.00,0.00,0.00,0.00,0.00,0.00,36.08,0.00,36.08,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZ068,NA,NZ068,0,SacR,,10,,48,3,19.2,155,,57.56,,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZ070,NA,NA,0,SacR,,10,,53,3,19.8,190,,55.67,,0.00,0.00,0.00,0.00,0.00,0.00,57.76,0.00,57.76,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZC03,NA,C3,0,NorDel,,10,,89,3,19,222,,53.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZD11,NA,NA,0,WestDel,,10,,38,3,20.2,354,,44.68,,0.00,0.00,0.00,0.00,0.00,0.00,5.51,0.00,5.51,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZM06,NA,NA,0,NEDel,,10,,71,2,17.8,78,,48.63,,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZM07,NA,NA,0,NEDel,,10,,78,2,17.9,80,,58.23,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/2/1980,NZP02,NA,P2,0,NorDel,,10,,81,1,16.1,55,,52.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ072,NA,NA,0,SJR,,10,,26,4,19.5,189,,50.89,,0.00,0.00,0.00,0.00,0.00,0.00,16.11,0.00,16.11,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ074,NA,D12,1,SJR,9:00 AM,10,,30,4,19.8,231,,58.90,,0.00,0.00,0.00,0.00,0.00,0.00,13.79,0.00,13.79,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ076,NA,NA,0,SJR,,10,,34,4,20.1,246,,61.38,,0.00,0.00,0.00,0.00,0.00,0.00,13.49,0.00,13.49,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ078,NA,NA,0,SJR,,10,,44,3,20,182,,64.95,,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ080,NA,NA,1,SJR,,10,,46,3,20.2,172,,57.66,,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ082,NA,NA,0,SJR,,10,,50,3,20.1,162,,57.40,,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ084,NA,NA,0,SJR,,10,,50,2,20.4,135,,61.47,,0.00,0.00,0.00,0.00,0.00,0.00,1.51,0.00,1.51,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ086,NA,D26,1,SJR,,10,,50,2,20,144,,59.25,,0.00,0.00,0.00,0.00,0.00,0.00,1.92,0.00,1.92,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ088,NA,NA,0,SJR,,10,,43,3,20.9,113,,59.79,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ090,NA,NA,0,EastDel,,10,,38,16,22,423,,62.20,,0.00,0.00,0.00,0.00,0.00,0.00,27.65,0.00,27.65,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZ092,NA,P8,1,EastDel,,10,,38,9,22.7,481,,60.48,,0.00,0.00,0.00,0.00,0.00,0.00,164.03,0.00,164.03,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZD15,NA,NA,0,SJR,,10,,45,3,20.1,158,,63.57,,0.00,0.00,0.00,0.00,0.00,0.00,8.34,0.00,8.34,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/3/1980,NZM10,NA,MD10A,1,EastDel,,10,,27,4,22.7,211,,59.66,,0.00,0.00,0.00,0.00,0.00,0.00,3.87,0.00,3.87,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ020,NA,NA,0,SuiBay,,10,,25,13,18.9,9968,,62.24,,0.00,0.00,0.00,0.00,0.00,0.00,20.11,0.00,20.11,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ022,NA,NA,0,SuiBay,,10,,25,20,19.3,8501,,70.34,,0.00,0.00,0.00,0.00,0.00,0.00,50.73,0.00,50.73,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ024,NA,NA,0,SuiBay,,10,,15,19,19.3,6741,,60.77,,0.00,0.00,0.00,0.00,0.00,0.00,70.82,0.00,70.82,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ028,NA,D7,1,SuiBay,,10,,17,36,19.7,3726,,47.68,,0.00,0.00,0.00,0.00,0.00,0.00,370.43,0.00,370.43,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ030,NA,NA,0,SuiBay,,10,,13,26,19.6,4960,,42.12,,0.00,0.00,0.00,0.00,0.00,0.00,155.76,0.00,155.76,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ032,NA,NZ032,1,SuiMar,,10,,16,37,20.3,2504,,59.35,,0.00,0.00,0.00,0.00,0.00,0.00,245.87,0.00,245.87,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ036,NA,NA,0,SuiBay,,10,,15,24,19.7,3735,,61.95,,0.00,0.00,0.00,0.00,0.00,0.00,75.42,0.00,75.42,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ038,NA,NA,0,SuiBay,,10,,16,23,20,2496,,60.22,,0.00,0.00,0.00,0.00,0.00,0.00,49.15,0.00,49.15,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZ040,NA,NA,0,SuiBay,,10,,16,16,20.5,888,,51.76,,0.00,0.00,0.00,0.00,0.00,0.00,99.84,0.00,99.84,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/7/1980,NZS42,NA,NZS42,1,SuiMar,,10,,17,35,20.5,2645,,49.44,,0.00,0.00,0.00,0.00,0.00,0.00,205.82,0.00,205.82,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ034,NA,NA,0,SuiMar,,10,,23,7,19.7,478,,57.94,,0.00,0.00,0.00,0.00,0.00,0.00,20.50,0.00,20.50,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ042,NA,NA,1,SuiBay,,10,,15,19,19.1,10747,,57.63,,0.00,0.00,0.00,0.00,0.00,0.00,13.88,0.00,13.88,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ044,NA,NA,0,SuiBay,,10,,17,26,20.1,8549,,58.39,,0.00,0.00,0.00,0.00,0.00,0.00,29.60,0.00,29.60,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ046,NA,NA,0,SuiBay,,10,,18,22,20,5620,,63.64,,0.00,0.00,0.00,0.00,0.00,0.00,31.93,0.00,31.93,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ048,NA,D8,1,SuiBay,,10,,17,26,20.1,3754,,59.48,,0.00,0.00,0.00,0.00,0.00,0.00,186.16,0.00,186.16,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ050,NA,NA,0,SuiBay,,10,,14,15,19.7,1479,,61.64,,0.00,0.00,0.00,0.00,0.00,0.00,65.94,0.00,65.94,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ052,NA,NA,0,SuiBay,,10,,16,14,19.5,1079,,66.20,,0.00,0.00,0.00,0.00,0.00,0.00,69.85,0.00,69.85,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ054,NA,D10,1,SuiBay,,10,,17,11,19.8,877,,66.65,,0.00,0.00,0.00,0.00,0.00,0.00,29.05,0.00,29.05,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ056,NA,NA,0,WestDel,,10,,19,8,19.9,629,,62.92,,0.00,0.00,0.00,0.00,0.00,0.00,33.95,0.00,33.95,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ058,NA,NA,0,WestDel,,10,,21,7,19.8,504,,62.60,,0.00,0.00,0.00,0.00,0.00,0.00,8.53,0.00,8.53,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/8/1980,NZ060,NA,D4,1,WestDel,,10,,25,7,19.9,255,,61.22,,0.00,0.00,0.00,0.00,0.00,0.00,12.94,0.00,12.94,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/9/1980,NZ002,NA,NZ002,0,CarStrait,,10,,48,7,19.8,24525,,71.99,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/9/1980,NZ003,NA,NA,0,CarStrait,,10,,30,9,19.8,15696,,54.66,,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,1.02,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/9/1980,NZ004,NA,NZ004,0,CarStrait,,10,,26,11,19.6,14600,,63.88,,0.00,0.00,0.00,0.00,0.00,0.00,4.30,0.00,4.30,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/9/1980,NZ005,NA,NA,0,CarStrait,,10,,27,10,20.2,14079,,57.59,,0.00,0.00,0.00,0.00,0.00,0.00,6.98,0.00,6.98,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/9/1980,NZ325,NA,NZ325,0,SPBay,,10,,36,7,19.7,23593,,62.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,,,,,,,,,,,,,,,,,
19800701,1980,7,1,7/9/1980,NZ338,NA,NA,0,CarStrait,,10,,80,6,20.1,23218,,64.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/16/1980,NZ098,NA,NA,0,SoDel,,10,,49,3,21.2,245,,57.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.56,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/16/1980,NZ104,NA,NA,0,SJR,,10,,43,3,21,193,,60.54,,0.00,0.00,0.00,0.00,0.00,0.00,6.61,0.00,6.61,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/16/1980,NZC09,NA,C9,0,SoDel,11:00 AM,10,,37,4,22.8,237,,59.57,,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,1.33,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/16/1980,NZD14,NA,NA,0,SJR,,10,,36,3,20.8,186,,55.46,,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/16/1980,NZD19,NA,D19,0,SoDel,,10,,41,4,21.5,168,,52.60,,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/16/1980,NZD28,NA,D28A,1,SoDel,11:00 AM,10,,43,4,22.5,175,,56.84,,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.65,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZ062,NA,NA,0,WestDel,,10,,32,5,20.6,392,,63.09,,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,26.00,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZ064,NA,D22,1,SacR,8:00 AM,10,,34,6,21.7,217,,61.90,,0.00,0.00,0.00,0.00,0.00,0.00,38.64,0.00,38.64,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZ066,NA,NA,0,SacR,,10,,36,7,20.5,171,,58.39,,0.00,0.00,0.00,0.00,0.00,0.00,26.72,0.00,26.72,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZ068,NA,NZ068,0,SacR,,10,,46,8,20.7,157,,53.34,,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZ070,NA,NA,0,SacR,,10,,59,7,21,170,,55.34,,0.00,0.00,0.00,0.00,0.00,0.00,124.60,0.00,124.60,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZC03,NA,C3,0,NorDel,,10,,99,4,22.2,153,,55.58,,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZD11,NA,NA,0,WestDel,,10,,40,4,20.8,3515,,44.66,,0.00,0.00,0.00,0.00,0.00,0.00,10.12,0.00,10.12,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZM06,NA,NA,0,NEDel,,10,,75,7,22.9,135,,21.82,,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.55,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZM07,NA,NA,0,NEDel,,10,,68,7,23.3,148,,60.98,,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/17/1980,NZP02,NA,P2,0,NorDel,,10,,83,3,22,65,,52.53,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ072,NA,NA,0,SJR,,10,,30,6,21.7,393,,58.98,,0.00,0.00,0.00,0.00,0.00,0.00,28.21,0.00,28.21,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ074,NA,D12,1,SJR,8:00 AM,10,,33,6,21.7,394,,57.08,,0.00,0.00,0.00,0.00,0.00,0.00,13.81,0.00,13.81,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ076,NA,NA,0,SJR,,10,,33,5,21.9,333,,58.07,,0.00,0.00,0.00,0.00,0.00,0.00,8.23,0.00,8.23,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ078,NA,NA,0,SJR,,10,,49,4,21.7,208,,61.51,,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.72,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ080,NA,NA,1,SJR,,10,,58,4,22,187,,59.16,,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ082,NA,NA,0,SJR,,10,,53,4,21.8,165,,60.75,,0.00,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ084,NA,NA,0,SJR,,10,,50,3,22.3,162,,61.81,,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,2.30,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ086,NA,D26,1,SJR,,10,,64,3,21.8,168,,58.19,,0.00,0.00,0.00,0.00,0.00,0.00,9.11,0.00,9.11,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ088,NA,NA,0,SJR,,10,,49,4,23.7,195,,58.10,,0.00,0.00,0.00,0.00,0.00,0.00,1.98,0.00,1.98,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ090,NA,NA,0,EastDel,,10,,47,8,25,379,,61.54,,0.00,0.00,0.00,0.00,0.00,0.00,26.65,0.00,26.65,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZ092,NA,P8,1,EastDel,,10,,44,13,26.4,419,,60.87,,0.00,0.00,0.00,0.00,0.00,0.00,89.38,0.00,89.38,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZD15,NA,NA,0,SJR,,10,,50,4,21.9,181,,56.73,,0.00,0.00,0.00,0.00,0.00,0.00,1.87,0.00,1.87,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/18/1980,NZM10,NA,MD10A,1,EastDel,,10,,37,8,25.5,232,,54.97,,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ020,NA,NA,0,SuiBay,,10,,39,16,19.7,13152,,61.81,,0.00,0.00,0.00,0.00,0.00,0.00,7.15,0.00,7.15,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ022,NA,NA,0,SuiBay,,10,,34,21,20.2,12304,,56.03,,0.00,0.00,0.00,0.00,0.00,0.00,4.60,0.00,4.60,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ024,NA,NA,0,SuiBay,,10,,30,24,20.4,8585,,63.47,,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,15.38,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ028,NA,D7,1,SuiBay,,10,,17,26,21.1,8067,,59.53,,0.00,0.00,0.00,0.00,0.00,0.00,23.99,0.00,23.99,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ030,NA,NA,0,SuiBay,,10,,22,,21,7307,,49.87,,0.00,0.00,0.00,0.00,0.00,0.00,19.81,0.00,19.81,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ032,NA,NZ032,1,SuiMar,,10,,26,27,23.1,3962,,61.00,,0.00,0.00,0.00,0.00,0.00,0.00,168.91,0.00,168.91,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ036,NA,NA,0,SuiBay,,10,,21,24,21.2,6490,,59.83,,0.00,0.00,0.00,0.00,0.00,0.00,57.23,0.00,57.23,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ038,NA,NA,0,SuiBay,,10,,22,18,21.2,5969,,60.23,,0.00,0.00,0.00,0.00,0.00,0.00,103.60,0.00,103.60,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZ040,NA,NA,0,SuiBay,,10,,18,16,22.5,3515,,55.98,,0.00,0.00,0.00,0.00,0.00,0.00,66.03,0.00,66.03,,,,,,,,,,,,,,,,,
19800702,1980,7,2,7/21/1980,NZS42,NA,NZS42,1,SuiMar,,10,,22,27,22.9,3739,,52.69,,0.00,0.00,0.00,0.00,0.00,0.00,242.93,0.00,242.93,,,,,,,,,,,,,,,,,
